			BibTeX Key	Laufnummer	Autor, Herausgeber oder Institution	Titel	Zeitschrift/Zeitung	Kategorien	Schlagwörter
1	0	0	3651	3651	Kugler, Thomas; Nordt, Stephanie	Geschlechtliche und sexuelle Vielfalt als Themen der Kinder- und Jugendhilfe		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.4 Stationäre Kinder- und Jugendhilfe; 3 Thematischer Fokus; 3.1 Sexualpädagogik	Kinder- und Jugendhilfe // child welfare system; Sexuelle Vielfalt // sexual diversity; Stationäre Einrichtungen // residential care
1	0	0	3637	3637	Lauwaert, Elaine	Zwischen Selbstbestimmung und gesellschaftlichem Zwang		1 Soziale Rahmung; 1.1 Diskurse; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 6 Gewalt; 6.3 Diskriminierung; 7 Sexualität; 7.3 Sexuelle Selbstbestimmung	Diskursanalyse // discourse analysis; Medien // media; Sexuelle Vielfalt // sexual diversity
0	0	0	4435	4435	Leuzinger-Bohleber, Marianne	Transgenerative Weitergabe von Trauma und Bindung		3 Thematischer Fokus; 3.2 Gewaltprävention; 3.4 Intervention; 6 Gewalt; 6.5 Negative Folgen	Familie // family; Trauma // trauma; Vulnerabilität // vulnerability
0	0	0	3748	3748	Lewandowski, Sven; Koppetsch, Cornelia	Sexuelle Vielfalt und die UnOrdnung der Geschlechter		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik	Geschlecht // gender; Sexuelle Vielfalt // sexual diversity
0	0	0	3514	3514	Linke, Torsten	Sexualität und Familie		2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 5 Adressat*innen; 5.3 Eltern und Familie; 9 Förderlinie; 9.3.1 Forschungsprof Merseburg	Familie // family; Kinder- und Jugendhilfe // child welfare system; Pädagogik // pedagogy; Sexualität // sexuality; Sexuelle Bildung // sexuality education
0	0	0	2666	2666	Linke, Torsten	Sexuelle Bildung in der Kinder- und Jugendhilfe		2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 9 Förderlinie; 9.3.1 Forschungsprof Merseburg	Kinder- und Jugendhilfe // child welfare system; Sexuelle Bildung // sexuality education
0	0	0	3717	3717	Lohaus, Arnold; Trautner, Hanns Martin	Präventionsprogramme und ihre Wirksamkeit zur Verhinderung sexuellen Missbrauchs		3 Thematischer Fokus; 3.2 Gewaltprävention	Evaluation // evaluation; Prävention // prevention; Sexueller Missbrauch // sexual abuse
0	0	0	4998	4998	Macsenaere, Michael; Klein, Joachim; Gassmann, Michael; Hiller, Stephan	Sexuelle Gewalt in der Erziehungshilfe		2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.4 Stationäre Kinder- und Jugendhilfe; 3 Thematischer Fokus; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte	Handlungsempfehlungen // guidelines; Kinder- und Jugendhilfe // child welfare system; Konzepte, Materialien // concepts; Prävention // prevention; Sexualisierte Gewalt // sexual violence; Stationäre Einrichtungen // residential care
1	0	0	2544	2544	Maring, Matthias	Vom Praktisch-Werden der Ethik in interdisziplinärer Sicht		8 Forschung	
0	0	0	5022	5022	Martin, Alexander	Sexualisierung in Medien als Gegenstand im Pädagogikunterricht		1 Soziale Rahmung; 1.3 Medien und Technologie; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.5 Hochschule; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte	Medien // media; Pädagogik // pedagogy; Professionalität // professionality; Sexualisierung // sexualisation
1	0	0	2819	2819	Matthiesen, Silja; Dekker, Arne	Gleichgeschlechtliche sexuelle Erfahrungen von Studierenden in vier Generationen	BZgA Forum	1 Soziale Rahmung; 1.4 Identitäten; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 5 Adressat*innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Sexuelle Erfahrungen; 9 Förderlinie; 9.3.2 Junprof Hamburg	Forschungsergebnisse // research results; Homosexualität // homosexuality; Quantitative Forschung // quantitative research; Studierende // students; Survey // survey
0	0	0	3746	3746	Mattke, Ulrike	Sexuell traumatisierte Menschen mit geistiger Behinderung		1 Soziale Rahmung; 1.4 Identitäten; 1.4.5 Behinderungen; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.4 Intervention; 6 Gewalt; 6.5 Negative Folgen	Menschen mit Behinderungen // people with disabilities; Prävention // prevention; Trauma // trauma
1	0	0	4195	4195	Maucher, Katharina	Leitungsverantwortung und Leitungsaufgaben in Institutionen		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte	Leitung // leadership; Pädagogische Einrichtung // educational facilities
1	0	0	2697	2697	Mosser, Peter	Jungen und Männer als Opfer und/oder Täter sexualisierter Gewalt		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 3 Thematischer Fokus; 3.2 Gewaltprävention; 5 Adressat*innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Sexueller Missbrauch; 6.2 Übergriff, Peergewalt	Forschungsstand // state of research; Geschlecht // gender; jugendliche Täter*innen // youth offenders; Jungen // boys; Sexualisierte Gewalt // sexual violence
1	0	0	3636	3636	Nieder, Timo O.; Richter-Appelt, Hertha; Möller, Birgit	Kinder und Jugendliche mit Geschlechtsdysphorie		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 5 Adressat*innen; 5.1 Kinder; 5.2 Jugendliche	Jugendliche // youth; Kinder // children; Sexuelle Vielfalt // sexual diversity; Trans* // trans*
0	0	0	5021	5021	Nikulka, Iris	„Ich will die Brüste von Katie Price.“		1 Soziale Rahmung; 1.3 Medien und Technologie; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 5 Adressat*innen; 5.2 Jugendliche; 7 Sexualität; 7.3 Sexuelle Selbstbestimmung	Jugendliche // youth; Körper // body; Psychologie // psychology
1	0	0	4454	4454	Obele, Claudia	Maßnahmen der Prävention und Intervention bei massivem Fehlverhalten und sexueller Übergriffe innerhalb einer Einrichtung		1 Soziale Rahmung; 1.2 Policies; 2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz; 6 Gewalt; 6.1 Sexueller Missbrauch; 6.2 Übergriff, Peergewalt	Intervention // intervention; Pädagogische Einrichtung // educational facilities; Prävention // prevention; Sexualisierte Gewalt // sexual violence
1	0	0	4455	4455	Plener, Paul; Fegert, Jörg M.; Wolff, Mechthild	Konsequenzen für die Ausbildung		2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.5 Hochschule; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.2 Übergriff, Peergewalt	Hochschule, Universität // college, university; Prävention // prevention; Sexualisierte Gewalt // sexual violence
0	0	0	3102	3102	Pohling, Andrea	Sexualpädagogik und Sexualerziehung		3 Thematischer Fokus; 3.1 Sexualpädagogik	Sexualerziehung // sex ed; Sexualpädagogik // sex education
1	0	0	3642	3642	Pohlkamp, Ines	Queer-dekonstruktive Perspektiven auf Sexualität und Geschlecht		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik	Geschlecht // gender; Queer Theorie // Queer Theory; Sexuelle Vielfalt // sexual diversity
1	0	0	624	624	Rau, Thea	Befragung von Jugendlichen zu sexueller Gewalt in Einrichtungen der Jugendhilfe und Internaten in Deutschland	Sozial Extra	3 Thematischer Fokus; 3.2 Gewaltprävention; 5 Adressat*innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Übergriff, Peergewalt; 9 Förderlinie; 9.1.16 Sprich mit!	Jugendliche // youth; Pädagogische Einrichtung // educational facilities; Prävalenz // prevalence; Sexualisierte Gewalt // sexual violence; Survey // survey
0	0	0	831	831	Reaction	Antisexismus_reloaded		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.4 Intervention; 6 Gewalt; 6.2 Übergriff, Peergewalt	Bewältigung // coping; Intersektionalität // intersectionality; Konzepte, Materialien // concepts; Macht // power; Sexualisierte Gewalt // sexual violence
1	0	0	3633	3633	Remus, Juana	Inter*Realitäten		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 3 Thematischer Fokus; 3.1 Sexualpädagogik	Intergeschlechtlichkeit // intersexuality; Sexuelle Vielfalt // sexual diversity
0	0	0	3605	3605	Rendtorff, Barbara	Thematisierung oder Dethematisierung		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 3 Thematischer Fokus; 3.1 Sexualpädagogik	Geschlecht // gender; Schule // school
1	0	0	1999	1999	Rendtorff, Barbara; Riegraf, Birgit; Mahs, Claudia; Schröttle, Monika	Erkenntnis, Wissen, Intervention		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 3 Thematischer Fokus; 3.2 Gewaltprävention; 9 Förderlinie; 9.1.15 Sexualisierte Übergriffe und Schule	Gender Studies // Gender Studies; Sozialwissenschaften // social sciences
0	0	0	5019	5019	Rihl, Alexander	Pornografie und Wirkung		1 Soziale Rahmung; 1.3 Medien und Technologie; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 5 Adressat*innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Sexuelle Erfahrungen	Forschungsergebnisse // research results; Jugendliche // youth; Pornografie // pornography
1	0	0	2689	2689	Rörig, Johannes-Wilhelm	Unterstützung, Bündnisse und Impulse zur Einführung von Schutzkonzepten in Institutionen in den Jahren 2012-2013		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.3 Kinderschutz	Pädagogische Einrichtung // educational facilities; Schutzkonzept // protection concept
1	0	0	5017	5017	Rothkegel, Sibylle	Sexualisierte Gewalt in Kindheit und Jugend und ihre Offenbarung	BZgA Forum	3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.4 Disclosure, Aufarbeitung	Disclosure // disclosure; Jugendliche // youth; Kinder // children; Sexualisierte Gewalt // sexual violence
0	0	0	2489	2489	Rulofs, Bettina	Sexualisierte Gewalt		2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.2 Übergriff, Peergewalt; 9 Förderlinie; 9.1.13 Safe Sport	Sexualisierte Gewalt // sexual violence; Sport // sports
1	0	0	2463	2463	Rusack, Tanja	Küssen verboten?	Sozial Extra	2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.4 Stationäre Kinder- und Jugendhilfe; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 9 Förderlinie; 9.1.3 Ich bin sicher!	Einzelinterviews // one-on-one interviews; Jugendliche // youth; Pädagogische Einrichtung // educational facilities; Sexualität // sexuality
1	0	0	2621	2621	Rusack, Tanja; Domann, Sophie; Schröer, Wolfgang	Sexuelle Gewalt und Schutzkonzepte	Sozial Extra	3 Thematischer Fokus; 3.3 Kinderschutz; 9 Förderlinie; 9.1.3 Ich bin sicher!	Schutzkonzept // protection concept; Sexualisierte Gewalt // sexual violence
0	0	0	394	394	Sager, Christin	Das aufgeklärte Kind		1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.1 Sexualpädagogik	Familie // family; Geschlecht // gender; Gesellschaft // society; Kinder // children; kindliche Sexualität // childhood sexuality; Sexualisierte Gewalt // sexual violence; Sexuelle Bildung // sexuality education
1	0	0	2004	2004	Scharmanski, Sara; Urbann, Katharina; Verlinden, Karla; Bienstein, Pia	Sexueller Missbrauch an Kindern und Jugendlichen mit Hörbehinderung - Teil II	Das Zeichen: Zeitschrift für Sprache und Kultur Gehörloser	1 Soziale Rahmung; 1.4 Identitäten; 1.4.5 Behinderungen; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.1 Sexueller Missbrauch; 9 Förderlinie; 9.1.14 SeMB	Forschungsergebnisse // research results; Lehrer*innen // Teachers; Menschen mit Behinderungen // people with disabilities; Sexueller Missbrauch // sexual abuse
1	0	0	3638	3638	Schmidt, Friederike; Schondelmayer, Anne-Christin	Sexuelle und geschlechtliche Vielfalt – (k)ein pädagogisches Thema?		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik	Konzepte, Materialien // concepts; Praxis // practice; Sexuelle Vielfalt // sexual diversity
1	0	0	3629	3629	Schmidt, Friederike; Schondelmayer, Anne-Christin; Schröder, Ute B.	Selbstbestimmung und Anerkennung sexueller und geschlechtlicher Vielfalt		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik	Selbstbestimmung // agency; Sexuelle Vielfalt // sexual diversity
1	0	0	3649	3649	Schmidt, Friederike; Schondelmayer, Anne-Christin; Schröder, Ute B.	Selbstbestimmung und Anerkennung sexueller und geschlechtlicher Vielfalt		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik	Selbstbestimmung // agency; Sexuelle Vielfalt // sexual diversity
0	0	0	3719	3719	Schmidt, Martin H.	Begutachtung von Kindern und Jugendlichen		3 Thematischer Fokus; 3.4 Intervention; 5 Adressat*innen; 5.1 Kinder; 5.2 Jugendliche; 6 Gewalt; 6.4 Disclosure, Aufarbeitung	Psychotherapie // psychotherapy; Recht // law; Sexueller Missbrauch // sexual abuse
0	0	0	2488	2488	Schmidt, Werner; Neuber, Nils; Rauschenbach, Thomas; Brandl-Bredenbeck, Hans Peter; Süßenbach, Jessica; Breuer, Christoph	Dritter Deutscher Kinder- und Jugendsportbericht		2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen	Forschungsstand // state of research; Jugendliche // youth; Kinder // children; Sport // sports
1	0	0	4465	4465	Schmincke, Imke	Das Kind als Chiffre politischer Auseinandersetzung am Beispiel neuer konservativer Protestbewegungen in Frankreich und Deutschland		1 Soziale Rahmung; 1.1 Diskurse; 1.3 Medien und Technologie; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 5 Adressat*innen; 5.1 Kinder	Diskurs // discourse; Geschlecht // gender; Kinder // children
1	0	0	3634	3634	Schmitt, Claudia	Entwurf einer sexuell-geschlechtlichen Personagenese der ersten sechs Lebensjahre		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 5 Adressat*innen; 5.1 Kinder	Intergeschlechtlichkeit // intersexuality; Sexuelle Vielfalt // sexual diversity
1	0	0	3646	3646	Schröder, Ute B.; Scheffler, Dirk	„Bei uns gibt es dieses Problem nicht“		1 Soziale Rahmung; 1.2 Policies; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik	Handlungsempfehlungen // guidelines; Sexuelle Vielfalt // sexual diversity
1	0	0	4200	4200	Seewald, Katharina; Rossegger, Astrid; Endrass, Jerome	Risikoeinschätzung bei Sexualsstraftätern im institutionellen Bereich		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.3 Kinderschutz; 6 Gewalt; 6.1 Sexueller Missbrauch	Pädagogische Einrichtung // educational facilities; Risikofaktoren // risk factors; Täter*in // offender
0	0	0	3720	3720	Seiffge-Krenke, Inge; Petermann, Franz	Kinder und Jugendliche als Täter und Opfer		3 Thematischer Fokus; 3.4 Intervention; 5 Adressat*innen; 5.1 Kinder; 5.2 Jugendliche; 6 Gewalt; 6.1 Sexueller Missbrauch; 6.2 Übergriff, Peergewalt	Betroffene sexualisierter Gewalt // sexual assault survivors; jugendliche Täter*innen // youth offenders; Sexualisierte Gewalt // sexual violence
1	0	0	15	15	Sielert, Uwe	Einführung in die Sexualpädagogik		3 Thematischer Fokus; 3.1 Sexualpädagogik	Grenzen // boundaries; Handbuch // handbook; Sexualerziehung // sex ed; Sexualpädagogik // sex education
0	0	1	4210	4210	Sielert, Uwe	Sexuelle Vielfalt als Thema der Sexualpädagogik		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik	Diversität // diversity; Sexualpädagogik // sex education
1	0	1	2814	2814	Sigusch, Volkmar	Sexuelle Vielfalt	BZgA Forum	1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik	Sexuelle Vielfalt // sexual diversity
0	0	0	3031	3031	Sparmann, Julia	Körperorientierte Ansätze für die sexuelle Bildung junger Frauen		3 Thematischer Fokus; 3.1 Sexualpädagogik; 7 Sexualität; 7.1 Sexuelle Erfahrungen; 9 Förderlinie; 9.3.1 Forschungsprof Merseburg	junge Erwachsene // young adults; Konzepte, Materialien // concepts; Körper // body; Psychosexuelle Entwicklung // sexuality development; Sexualerziehung // sex ed
1	0	0	3956	3956	Stamm, Margrit; Halberkann, Isabelle	Resilienz		3 Thematischer Fokus; 3.2 Gewaltprävention; 3.4 Intervention; 6 Gewalt; 6.6 Resilienz	Resilienz // resilience; Trauma // trauma
1	0	0	2695	2695	Steinbach, Beate	Prävention sexueller Gewalt im Ehrenamtssektor		2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz; 6 Gewalt; 6.1 Sexueller Missbrauch	Ehrenamt // volunteer work; Prävention // prevention; Sexualisierte Gewalt // sexual violence
1	0	0	3630	3630	Steinkemper, Klaus	Anregungen aus der Praxis für die Praxis		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 6 Gewalt; 6.3 Diskriminierung	Diversität // diversity; Konzepte, Materialien // concepts; Praxis // practice; Sexuelle Vielfalt // sexual diversity
1	0	0	3635	3635	Steinkemper, Klaus	Einblicke ins „Trainingslager für geschlechtliche Identitäten“		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.1 Sexualpädagogik	Konzepte, Materialien // concepts; Praxis // practice; Sexuelle Vielfalt // sexual diversity
1	0	0	4202	4202	Struck, Norbert	Zum Verhältnis		1 Soziale Rahmung; 1.1 Diskurse; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.4 Stationäre Kinder- und Jugendhilfe; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.4 Disclosure, Aufarbeitung	Geschichte // history; Institutionelle Dynamiken // institutional dynamics; Institutioneller Missbrauch // institutional abuse; Kinder- und Jugendhilfe // child welfare system; Politik // politics; Sexualisierte Gewalt // sexual violence; Sexueller Missbrauch // sexual abuse; Stationäre Einrichtungen // residential care
1	0	0	2512	2512	Susann, Fegter; Heite, Cartin; Mierendorff, Johanna; Richter, Martina	Neue Aufmerksamkeiten für Familie	Neue Praxis	5 Adressat*innen; 5.3 Eltern und Familie	Familie // family
1	0	0	428	428	Thole, Werner; Grosse, Martin	„An diesem Laden ist doch etwas faul…“	ZSexForsch (Zeitschrift für Sexualforschung)	1 Soziale Rahmung; 1.1 Diskurse; 2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.1 Sexueller Missbrauch; 8 Forschung; 9 Förderlinie; 9.3.3 Junprof Kassel	Forschungsethik // research ethics; Pädagogische Einrichtung // educational facilities; Sexualisierte Gewalt // sexual violence
