;;;Autor, Herausgeber oder Institution;Zeitschrift/Zeitung;Laufnummer;BibTeX Key;Schlagwörter;Kategorien;Titel
FALSCH;FALSCH;FALSCH;"Blättner, Beate; Schultes, Kristin";Deutsche Jugend;59;Blattner.2018;"Gewalt // violence; Gewalt in Beziehungen // dating violence; Grenzen // boundaries; Intimität // intimacy; Jugendarbeit // youth work; Jugendliche // youth; junge Erwachsene // young adults";"1 Soziale Rahmung; 1.2 Leitlinien; 5 Adressat*innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Übergriff, Peergewalt; 7 Sexualität; 7.2 Beziehungsgestaltung";Gewalt in Intimbeziehungen Jugendlicher
FALSCH;FALSCH;FALSCH;"Blättner, Beate; Schultes, Kristin";Deutsche Jugend;60;Blattner.2018b;"Einzelinterviews // one-on-one interviews; Forschungsergebnisse // research results; Jugendliche // youth; Peergewalt // peer violence; Sexualisierte Gewalt // sexual violence";"5 Adressat*innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Übergriff, Peergewalt; 7 Sexualität; 7.2 Beziehungsgestaltung";Gewalt in Intimbeziehungen Jugendlicher
FALSCH;FALSCH;FALSCH;Blickpunkt Jugendhilfe Heft 2/2019;;61;BlickpunktJugendhilfeHeft22019.2019;"Jugendamt // child welfare services; Jugendliche // youth; junge Erwachsene // young adults; Kinder // children; Kinder- und Jugendhilfe // child welfare system; Kinderschutz // child protection; Kindeswohl // child welfare; Prävention // prevention; Praxis // practice; Professionalität // professionality; Professionsethik // professional ethics; Stationäre Einrichtungen // residential care";"1 Soziale Rahmung; 1.1 Diskurse; 2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.4 Stationäre Einrichtung; 3 Thematischer Fokus; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 6 Gewalt; 6.5 Negative Folgen";Schwerpunkt: Ist Gewalt ein Berufsrisiko in der Arbeit der stationären Kinder- und Jugendhilfe?
FALSCH;FALSCH;FALSCH;Blickpunkt Jugendhilfe Heft 3 und 4/2017;;62;BlickpunktJugendhilfeHeft3und42017.2017;"junge Erwachsene // young adults; Kinder // children; Kinder- und Jugendhilfe // child welfare system; Kindeswohl // child welfare; Recht // law; Schutzfaktoren // protection factor";"1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.3 Kinderschutz; 6 Gewalt; 6.1 Sexueller Missbrauch";"Dokumentation PODIUM 2017 ""... denn Kindeswohl ist aller Wohl!"" Vom unbestimmten Rechtsbegriff zum praxisleitenden Einrichtungskonzept"
FALSCH;FALSCH;FALSCH;Blickpunkt Jugendhilfe Heft 4/2020;;63;BlickpunktJugendhilfeHeft42020.2020;"Aufarbeitung // rehabilitation; Betroffene sexualisierter Gewalt // sexual assault survivors; Bewältigung // coping; Geschichte // history; Pädosexualität // pedosexuality; Sexualerziehung // sex ed; Sexualisierte Gewalt // sexual violence; Sexualpädagogik // sex education; Sexuelle Belästigung // sexual harassment; Sexueller Missbrauch // sexual abuse; Sexueller Übergriff // sexual assault";"1 Soziale Rahmung; 1.1 Diskurse; 2 Institutioneller Kontext; 2.2.4 Stationäre Einrichtung; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 3.2 Gewaltprävention; 3.3 Kinderschutz; 3.4 Intervention; 6 Gewalt; 6.1 Sexueller Missbrauch; 6.4 Disclosure, Aufarbeitung";Schwerpunkt: Der Sexualpädagoge Helmut Kentler und die Einrichtung von Pflegestellen bei pädosexuellen Männern
FALSCH;FALSCH;FALSCH;"Bode, Heidrun; Heßling, Angelika";;64;Bode.2015;"Forschungsergebnisse // research results; Jugendliche // youth; Jugendsexualität // youth sexuality; Quantitative Forschung // quantitative research; Survey // survey";"3 Thematischer Fokus; 3.1 Sexualpädagogik; 5 Adressat*innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Sexuelle Erfahrungen";Jugendsexualität 2015
FALSCH;FALSCH;FALSCH;"Böhm, Maika; Budde, Jürgen";Kindesmisshandlung und -vernachlässigung;65;Bohm.2020;"Digitale Medien // digital media; Jungen // boys; Körper // body; Mädchen // girls; Selbstbestimmung // agency; sexting // sexting";"1 Soziale Rahmung; 1.3 Medien und Technologie; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 4.2 Andere Fachkräfte; 5 Adressat*innen; 5.2 Jugendliche; 7 Sexualität; 7.3 Sexuelle Selbstbestimmung; 8 Forschung; 9 Förderlinie; 9.2.9 SaferSexting";Selbstbestimmt, konsensuell und wechselseitig? Perspektiven von Schüler*innen auf sexuelle Kommunikation mittels digitaler Medien am Beispiel ‚Sexting‘
FALSCH;FALSCH;FALSCH;"Böhm, Maika; Budde, Jürgen; Dekker, Arne";MedienPädagogik (MedienPädagogik: Zeitschrift für Theorie und Praxis der Medienbildung);66;Bohm.2018;"Digitale Medien // digital media; Gewalt // violence; Grenzen // boundaries; Recht // law; Schutzfaktoren // protection factor; Selbstbestimmung // agency; sexting // sexting; Sexualisierte Gewalt // sexual violence";"1 Soziale Rahmung; 1.3 Medien und Technologie; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.2 Übergriff, Peergewalt; 8 Forschung; 9 Förderlinie; 9.2.9 SaferSexting";Sexuelle Grenzverletzungen mittels digitaler Medien an Schulen – Annäherung an einen doppelten Verdeckungszusammenhang
FALSCH;FALSCH;FALSCH;"Böhm, Maika; Christmann, Bernd; Gloël, Andreas; Henningsen, Anja; Scheel, Tom; Sielert, Uwe; Timmermanns, Stefan";Zeitschrift für Sexualforschung;67;Bohm.2020b;"Handlungsempfehlungen // guidelines; Pädagogik // pedagogy; Pädagogische Fachkräfte // pedagogial staff; Partizipation // participation; Prävention // prevention; Professionalität // professionality; Professionsethik // professional ethics; Selbstbestimmung // agency; Sexualerziehung // sex ed; Sexualethik // sexual ethics; Sexualisierte Gewalt // sexual violence; Sexualität // sexuality; Sexualkultur // sexuality culture";"1 Soziale Rahmung; 1.1 Diskurse; 1.2 Leitlinien; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 7 Sexualität; 7.1 Sexuelle Erfahrungen; 7.2 Beziehungsgestaltung; 7.3 Sexuelle Selbstbestimmung";Berufsethische Standards für sexualpädagogisch Tätige in der Gesellschaft für Sexualpädagogik (gsp)
FALSCH;FALSCH;FALSCH;"Böhm, Maika; Dekker, Arne; Matthiesen, Silja";ZSE (Zeitschrift für Soziologie der Erziehung und Sozialisation);68;Bohm.2016;"Beziehungsgestaltung // relationships; Forschungsergebnisse // research results; junge Erwachsene // young adults; Quantitative Forschung // quantitative research; Sexualität // sexuality; Survey // survey";"3 Thematischer Fokus; 3.1 Sexualpädagogik; 5 Adressat*innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Sexuelle Erfahrungen; 7.2 Beziehungsgestaltung; 9 Förderlinie; 9.3.2 Junprof Hamburg";Sexual- und Beziehungsentwicklung im jungen Erwachsenenalter
FALSCH;FALSCH;FALSCH;"Böhm, Maika; Matthiesen, Silja";Zeitschrift für Sexualforschung;69;Bohm.2016b;"Kommunikation // communication; Konzepte, Materialien // concepts; Kooperation // cooperation; Professionalität // professionality; Professionsethik // professional ethics";"1 Soziale Rahmung; 1.1 Diskurse; 7 Sexualität; 7.1 Sexuelle Erfahrungen; 7.2 Beziehungsgestaltung; 7.3 Sexuelle Selbstbestimmung; 8 Forschung";„Manchmal ist man sexuell erregt und der Partner nicht zur Hand ...“
FALSCH;FALSCH;FALSCH;Böllert, Karin;;70;Bollert.2018;"Handbuch // handbook; Kinder- und Jugendhilfe // child welfare system; Soziale Arbeit // Social Work";"3 Thematischer Fokus; 3.3 Kinderschutz";Kompendium Kinder- und Jugendhilfe
FALSCH;FALSCH;FALSCH;"Borrmann, Stefan; Fedke, Christoph; Thiessen, Barbara";;71;Borrmann.2019;"Menschenrechte // human rights; Normen // norms; Organisationskultur // organisational culture; Pädagogik // pedagogy; Pädagogische Einrichtung // educational facilities; Pädagogische Fachkräfte // pedagogial staff; Partizipation // participation; Recht // law; Soziale Arbeit // Social Work; Soziale Ungleichheit // social inequality; Sozialwissenschaften // social sciences; Theorie // theory";"1 Soziale Rahmung; 1.1 Diskurse";Soziale Kohäsion und gesellschaftliche Wandlungsprozesse
FALSCH;FALSCH;FALSCH;"Böwer, Michael; Kotthaus, Jochem";;72;Bower.2018b;"Handbuch // handbook; Institutionelle Dynamiken // institutional dynamics; Kinderschutz // child protection; Kindeswohl // child welfare; Pädagogische Einrichtung // educational facilities; Professionalität // professionality";"3 Thematischer Fokus; 3.3 Kinderschutz";Praxisbuch Kinderschutz
FALSCH;FALSCH;FALSCH;"Braches-Chyrek, Rita; Kallenbach, Tilman; Müller, Christina; Stahl, Lena";;73;BrachesChyrek.2019;"Beziehungsgestaltung // relationships; Geflüchtete // refugees; Pädagogik // pedagogy; Partizipation // participation; Professionalität // professionality; Professionsethik // professional ethics; Rassismus // racism; Soziale Arbeit // Social Work";"1 Soziale Rahmung; 1.1 Diskurse; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 4.2 Andere Fachkräfte; 5 Adressat*innen; 5.1 Kinder; 5.2 Jugendliche; 5.3 Eltern und Familie";Bildungs- und Teilhabechancen geflüchteter Menschen
FALSCH;FALSCH;FALSCH;"Braches-Chyrek, Rita; Sünker, Heinz";;74;BrachesChyrek.2017;"Gesellschaft // society; Konzepte, Materialien // concepts; Soziale Arbeit // Social Work; Soziale Ungleichheit // social inequality; Sozialwissenschaften // social sciences; Theorie // theory";"1 Soziale Rahmung; 1.1 Diskurse; 3.5 Praxismaterialien";Soziale Arbeit in gesellschaftlichen Konflikten und Kämpfen
FALSCH;FALSCH;FALSCH;Brachmann, Jens;;75;Brachmann.2019;"Aufarbeitung // rehabilitation; Betroffene sexualisierter Gewalt // sexual assault survivors; Disclosure // disclosure; Diskurs // discourse; Forschungspraxis // research practice; Forschungsstand // state of research; Geschichte // history; Jugendliche // youth; Jungen // boys; Kinder // children; Kinderschutz // child protection; Kindeswohl // child welfare; Kirche // church; Langzeitfolgen // long-term effect; Macht // power; Normen // norms; Odenwaldschule // Odenwaldschule; Organisationskultur // organisational culture; Pädagogik // pedagogy; Pädagogische Einrichtung // educational facilities; Religion // religion; Risikofaktoren // risk factors; Sexueller Missbrauch // sexual abuse; Täter*in // offender";"1 Soziale Rahmung; 1.1 Diskurse; 2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 3 Thematischer Fokus; 3.3 Kinderschutz; 6 Gewalt; 6.1 Sexueller Missbrauch; 6.4 Disclosure, Aufarbeitung; 6.5 Negative Folgen; 9 Förderlinie; 9.2.1 Auf-Wirkung";Tatort Odenwaldschule
FALSCH;FALSCH;FALSCH;Braun, Brigitte;BZgA Forum;76;Braun.2015;"Haltung // attitude; Prävention // prevention; Sexualisierte Gewalt // sexual violence";"1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 6 Gewalt; 6.1 Sexueller Missbrauch; 6.2 Übergriff, Peergewalt";Prävention sexualisierter Gewalt
FALSCH;FALSCH;FALSCH;"Braun, Andreas; Kron, Thomas";;77;Braun.2020;"Ethnographie // ethnography; Evaluation // evaluation; Forschungsergebnisse // research results; Forschungsmethoden // research methods; Forschungsstand // state of research; Gewalt // violence; Hochschule, Universität // college, university; Qualitative Analyse // qualitative analysis; Qualitative Forschung // qualitative research; Quantitative Forschung // quantitative research; Recht // law; Selbstbestimmung // agency; Sexualisierte Gewalt // sexual violence";"6 Gewalt; 8 Forschung";Bestandsaufnahme soziologischer Gewaltforschung
FALSCH;FALSCH;FALSCH;Bredereck, Conny Martina;Sozial Extra (Sozial Extra);78;Bredereck.2016;"Kinder // children; Kinderschutz // child protection; Lehrer*innen // Teachers; Prävention // prevention; Praxis // practice; Schule // school; Schüler*innen // pupils; Schutzfaktoren // protection factor; Schutzkonzept // protection concept";"2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.2 Grundschule; 2.2.3 Weiterführende Schule; 3 Thematischer Fokus; 3.3 Kinderschutz";Kinderschutz an Schulen
FALSCH;FALSCH;FALSCH;"Breitenbach, Eva; Hoff, Walburga; Toppe, Sabine";;79;Breitenbach.2020;"Geschlecht // gender; Gewalt // violence; Handbuch // handbook";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 6 Gewalt";Geschlecht und Gewalt
FALSCH;FALSCH;FALSCH;"Breitenbach, Eva; Hoff, Walburga; Toppe, Sabine";;80;Breitenbach.2020b;"Diskurs // discourse; Geschlecht // gender; Geschlechterverhältnis // gender ratio; Gewalt // violence; Gewalt gegen Frauen // violence against women; Queerness // Queerness";"1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.1 Geschlecht; 6 Gewalt";Geschlecht und Gewalt
FALSCH;FALSCH;FALSCH;"Breitenbach, Eva; Rieske, Thomas Viola; Toppe, Sabine";;81;Breitenbach.2018;"Geschlecht // gender; interkulturell // intercultural; Pädagogik // pedagogy; Religion // religion";"1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.3 Ethnizität; 1.4.4 Religion";Migration, Geschlecht und Religion
FALSCH;FALSCH;FALSCH;Brenner, Gerd;Deutsche Jugend;82;Brenner.2016;"Forschungsergebnisse // research results; Forschungsstand // state of research; Jugendliche // youth; Jugendsexualität // youth sexuality; junge Erwachsene // young adults; Praxis // practice; Professionalität // professionality; Psychosexuelle Entwicklung // sexuality development; Recht // law; Risikofaktoren // risk factors; Schutzfaktoren // protection factor; Sexuelle Bildung // sexuality education";"7 Sexualität; 7.1 Sexuelle Erfahrungen; 7.2 Beziehungsgestaltung; 7.3 Sexuelle Selbstbestimmung; 8 Forschung";Befunde neuerer Studien zur Jugendsexualität
FALSCH;FALSCH;FALSCH;Brenner, Gerd;Deutsche Jugend;83;Brenner.2018;"Beziehungsgestaltung // relationships; Forschungsstand // state of research; Jugendliche // youth; Sexualität // sexuality";"7 Sexualität; 7.2 Beziehungsgestaltung";Partnerschaft und Sexualität (I)
FALSCH;FALSCH;FALSCH;Brenner, Gerd;Deutsche Jugend;84;Brenner.2018b;"Beziehungsgestaltung // relationships; Forschungsstand // state of research; Jugendliche // youth; Sexualität // sexuality";"7 Sexualität; 7.2 Beziehungsgestaltung";Partnerschaft und Sexualität (II)
FALSCH;FALSCH;FALSCH;Brenner, Gerd;Deutsche Jugend;85;Brenner.2018c;"Betroffene sexualisierter Gewalt // sexual assault survivors; Grenzen // boundaries; Haltung // attitude; Institutionelle Dynamiken // institutional dynamics; Institutioneller Missbrauch // institutional abuse; Jugendliche // youth; Kinder // children; Pädagogik // pedagogy; Pädagogische Einrichtung // educational facilities; Prävention // prevention; Praxis // practice; Recht // law; Reviktimisierung // revictimization; Sexualisierte Gewalt // sexual violence; Sexuelle Belästigung // sexual harassment; Sexueller Missbrauch // sexual abuse";"5 Adressat*innen; 5.1 Kinder; 6 Gewalt; 6.1 Sexueller Missbrauch";Viele Kinder und Jugendliche werden Opfer sexueller Gewalt
FALSCH;FALSCH;FALSCH;Brenner, Gerd;Deutsche Jugend;86;Brenner.2019;"Heteronormativität // heteronormativity; Heterosexualität // heterosexuality; Jugendliche // youth; Jugendsexualität // youth sexuality; junge Erwachsene // young adults; Pädagogik // pedagogy; Professionalität // professionality; Sexualität // sexuality; Sexualkultur // sexuality culture; Sexuelle Bildung // sexuality education; Sexuelle Orientierung // sexual orientation; Sexuelle Vielfalt // sexual diversity; Soziale Arbeit // Social Work; Soziale Ungleichheit // social inequality";"5 Adressat*innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Sexueller Missbrauch; 7 Sexualität";Jugend und Sexualität. Schwerpunkt: Sexuelle Gewalt
FALSCH;FALSCH;FALSCH;Brückner, Margrit;Sozial Extra;87;Bruckner.2018b;"Frauen // women; Geschichte // history; Gewalt gegen Frauen // violence against women";"1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.2 Übergriff, Peergewalt";Entwicklung der Frauenhausbewegung
FALSCH;FALSCH;FALSCH;Brune, Sarah;Betrifft Mädchen;88;Brune.2019;"Geschlechtsidentität // gender Identity; Kindertagesstätte // day-care centre; Konzepte, Materialien // concepts; Schule // school; Sexuelle Bildung // sexuality education; Sexuelle Vielfalt // sexual diversity";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.1 Kita; 2.2.2 Grundschule; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 3.5 Praxismaterialien";Medienkoffer Geschlechtervielfalt Sachsen-Anhalt
FALSCH;FALSCH;FALSCH;Brunner, Claudia;;89;Brunner.2020;"Aufarbeitung // rehabilitation; Bedarfe // needs; Diskurs // discourse; Forschungsergebnisse // research results; Forschungsethik // research ethics; Forschungsmethoden // research methods; Forschungspraxis // research practice; Forschungsstand // state of research; Macht // power; Sexualethik // sexual ethics; Sexualkultur // sexuality culture";"1 Soziale Rahmung; 1.1 Diskurse; 6 Gewalt; 8 Forschung";Epistemische Gewalt
FALSCH;FALSCH;FALSCH;"Buck, Alexander; Gatt, Monika; Richter, Felicitas; Wolf, Christof; Wrobel, Uwe";;90;Buck.2018;"Kirche // church; Konzepte, Materialien // concepts; Pädagogische Einrichtung // educational facilities; Prävention // prevention; Sexueller Missbrauch // sexual abuse";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.4 Religion; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.5 Praxismaterialien; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte";Cautela!
FALSCH;FALSCH;FALSCH;Bundesvereinigung Evangelischer Tageseinrichtungen für Kinder e.V;;91;BundesvereinigungEvangelischerTageseinrichtungenfurKindere.V.2015;"Eltern // parents; Familie // family; kindliche Sexualität // childhood sexuality; Kirche // church; Konzepte, Materialien // concepts";"3 Thematischer Fokus; 3.1 Sexualpädagogik; 3.5 Praxismaterialien; 5 Adressat*innen; 5.1 Kinder; 5.3 Eltern und Familie; 7 Sexualität; 7.1 Sexuelle Erfahrungen";Kindliche Sexualität
FALSCH;FALSCH;FALSCH;"Burgsmüller, Claudia; Tilmann, Brigitte";;92;Burgsmuller.2019;"Aufarbeitung // rehabilitation; Forschungsergebnisse // research results; Gerechtigkeit // justice; Geschichte // history; Institutionelle Dynamiken // institutional dynamics; Langzeitfolgen // long-term effect; Lehrer*innen // Teachers; Pädosexualität // pedosexuality; Sexueller Missbrauch // sexual abuse";"2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 6 Gewalt; 6.1 Sexueller Missbrauch; 6.4 Disclosure, Aufarbeitung";Institutionelles Versagen beim Umgang mit sexueller Gewalt im schulischen Kontext
FALSCH;FALSCH;FALSCH;Busch, Bodo;Pädagogik;93;Busch.2018;"Schule // school; Sexuelle Vielfalt // sexual diversity";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.2 LGBAQ*; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte";Einen gemeinsamen Rahmen für das Thema »sexuelle Vielfalt« schaffen
FALSCH;FALSCH;FALSCH;Büttner, Melanie;;94;Buttner.2018;"Handbuch // handbook; Intervention // intervention; Psychotherapie // psychotherapy; Sexualität // sexuality; Trauma // trauma";"3 Thematischer Fokus; 3.4 Intervention; 6 Gewalt; 6.5 Negative Folgen; 7 Sexualität; 7.1 Sexuelle Erfahrungen";Sexualität und Trauma
